,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
18,0,2,45,9,42,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,450,0,0,0,0,74,0,0,255,255,100,0,100,0,0,0,0,0,0
19,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,18,0,0,89,92,9,6,0,255,18,7,7,0,0,0,0,100,99,0
20,0,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,19,0,0,89,92,16,4,0,255,19,7,5,0,0,0,0,100,99,0
21,0,1,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,87,81,0,0,74,0,0,255,87,34,1,1,0,98,100,0,0,0
22,0,1,22,9,170,1330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,74,0,0,255,255,100,0,0,0,0,0,0,0,1
23,0,1,22,9,251,1327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,18,0,0,0,0,74,0,11,36,255,100,0,3,2,0,0,0,0,1
24,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,8,0,0,89,92,7,6,0,255,8,3,6,0,0,0,0,100,99,0
25,0,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,13,0,0,89,92,5,5,0,255,13,5,6,0,0,0,0,100,99,0
26,0,1,22,9,268,2547,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,46,0,0,0,0,74,0,11,180,255,100,0,1,1,0,0,0,0,1
27,0,1,22,9,274,374,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,74,0,0,255,255,100,0,0,0,0,0,0,0,1
28,0,0,14,9,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,456,0,0,0,0,74,0,0,46,59,100,0,100,14,0,0,0,0,0
29,0,2,45,9,51,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,456,0,0,0,0,74,0,0,255,255,100,0,83,0,0,0,0,0,0
30,147,1,22,4,1104,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,89,92,74,0,0,241,238,99,1,0,0,0,0,7,7,1
31,0,1,49,9,447,221,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,74,0,83,158,82,52,6,1,0,1,0,0,0,1
32,0,1,22,9,275,3360,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,74,0,0,20,255,100,0,5,2,5,0,0,0,1
33,0,2,45,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0,0,8,36,0,255,3,1,58,99,0,0,0,1,0,0
34,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,1,5,0,81,92,0,98,0,255,1,0,100,0,0,0,0,96,99,0
35,0,1,24,2,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,89,92,47,98,83,185,59,24,3,1,3,1,0,89,95,0
36,0,1,22,9,183,3127,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,74,0,0,255,255,100,0,0,0,0,0,0,0,1
37,8,1,18,9,194,584,0,0,0,4,0,1,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,74,0,0,53,27,51,8,2,0,0,0,0,0,1
38,0,2,11,9,40,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,113,0,0,0,0,74,0,0,255,254,100,1,0,0,0,0,0,0,0
39,0,1,19,9,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,74,0,0,203,114,38,1,38,2,0,0,0,0,1
40,0,1,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,8,87,81,0,0,6,5,0,255,8,3,6,0,0,98,100,0,0,0
41,0,1,22,9,251,2304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,74,0,0,13,255,100,0,8,1,0,0,0,0,1
42,0,1,22,9,295,1723,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,37,3,5,0,0,74,0,8,29,255,100,0,3,4,3,0,0,0,1
43,0,1,22,9,309,1897,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,50,0,0,0,0,74,0,4,255,255,100,0,0,0,0,0,0,0,1
44,0,1,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,8,0,0,89,92,3,5,0,255,8,3,6,0,0,0,0,100,99,0
45,0,1,22,9,208,1900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,21,0,0,0,0,74,0,10,255,255,100,0,0,0,0,0,0,0,1
46,0,1,54,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,6,87,81,0,0,2,5,0,255,6,2,7,0,0,98,100,0,0,0
47,0,1,22,9,1069,2768,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,24,0,0,0,0,74,0,8,255,250,98,1,0,0,0,0,6,6,1
48,0,1,55,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,87,32,0,60,74,0,78,91,86,34,3,1,3,98,100,0,0,0
49,0,2,45,9,43,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,0,0,0,0,74,0,0,255,255,100,0,26,0,0,0,0,0,0
50,0,1,22,9,292,415,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,74,0,12,3,156,100,0,33,4,0,1,0,0,1
51,0,1,22,9,230,2295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,41,0,0,0,0,74,0,7,255,241,95,2,0,0,0,0,0,0,1
52,0,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,7,0,0,89,92,3,5,0,255,7,3,7,0,0,0,0,100,99,0
53,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,3,0,0,89,92,1,7,0,255,3,1,8,0,0,0,0,100,99,0
54,105,1,18,9,134,505,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,74,0,0,255,37,15,2,0,0,0,0,44,0,1
55,0,1,22,9,203,434,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,21,255,100,0,5,4,0,0,0,0,1
56,0,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,8,0,0,89,92,3,5,0,255,8,3,6,0,0,0,0,100,99,0
57,0,2,45,9,85,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,74,0,0,9,9,100,0,11,0,0,0,0,0,1
58,371,1,55,9,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,255,217,85,3,0,0,33,39,12,6,0
59,0,1,22,9,256,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,74,0,0,255,255,100,0,0,0,0,0,0,0,1
60,4,1,43,9,26,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,255,249,98,2,0,0,0,0,0,0,1
61,103,1,19,9,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,74,0,0,7,10,86,29,86,20,0,0,0,0,1
62,0,1,22,9,207,1530,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,74,0,0,255,197,77,2,0,0,0,0,0,0,1
63,0,1,22,9,231,2809,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,74,0,20,255,255,100,0,0,0,0,0,0,0,1
64,0,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,1,15,0,72,92,0,98,0,255,1,0,96,0,0,10,0,89,99,0
65,0,1,22,9,188,545,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,74,0,0,255,255,100,0,0,0,0,0,0,0,1
66,0,1,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,89,92,25,98,70,106,85,29,5,1,2,2,0,91,67,0
67,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,13,0,0,89,92,12,5,0,255,13,5,7,0,0,0,0,100,99,0
68,0,1,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,1,87,81,0,0,1,5,0,255,1,0,5,0,0,98,100,0,0,0
69,0,1,22,9,177,550,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,74,0,0,255,255,100,0,0,0,0,0,0,0,1
70,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,14,0,0,89,92,6,5,0,255,14,5,7,0,0,0,0,100,99,0
71,0,1,49,9,0,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,74,0,83,61,146,80,7,2,1,0,0,0,1,1
72,0,1,22,9,281,411,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,74,0,0,10,255,100,0,10,5,0,0,0,0,1
73,0,1,22,9,294,1246,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,30,0,0,0,0,74,0,17,85,253,100,0,1,4,0,0,0,0,1
74,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,3,0,0,89,92,1,5,0,255,3,1,6,0,0,0,0,100,99,0
75,0,1,22,9,189,365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,40,255,100,0,3,4,0,0,0,0,1
76,0,1,22,9,332,2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,74,0,0,81,255,100,0,1,3,0,0,0,0,1
77,538,1,55,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,255,67,26,3,0,0,0,1,11,19,0
78,0,1,22,9,244,1030,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,74,0,0,7,255,100,0,14,4,0,0,0,0,1
79,0,1,22,9,311,223,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,29,0,0,0,0,74,0,10,255,255,100,0,0,0,0,0,0,0,1
80,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,19,1,0,88,92,7,5,0,255,19,7,6,0,0,1,0,99,99,0
81,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,6,0,0,89,92,3,6,0,255,6,2,7,0,0,0,0,100,99,0
82,0,0,14,9,693,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,1,25,100,0,100,46,0,0,0,0,1
83,0,1,22,9,193,1014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,74,0,0,4,251,100,0,25,8,0,0,0,0,1
84,0,1,22,9,232,817,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,74,0,0,255,255,100,0,0,0,0,0,0,0,1
85,0,1,22,9,298,870,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,74,0,36,69,255,100,0,1,1,0,0,0,0,1
86,0,1,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,19,0,0,89,92,33,6,0,255,62,24,11,0,0,0,0,100,99,0
87,0,1,43,2,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,7,0,0,89,92,33,98,83,189,60,24,3,1,3,0,0,88,98,0
88,0,1,22,9,210,2985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,74,0,0,255,255,100,0,0,0,0,0,0,0,1
89,0,1,19,9,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,36,7,19,11,19,0,0,0,0,0,1
90,0,1,22,9,301,748,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,74,0,13,14,255,100,0,7,3,0,0,0,0,1
91,0,1,22,9,277,1751,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,74,0,0,255,255,100,0,0,0,0,0,0,0,1
92,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,4,0,0,89,92,4,5,0,255,4,2,6,0,0,0,0,100,99,0
93,0,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,89,92,74,0,0,255,13,5,2,0,0,0,0,6,99,0
94,3,1,43,9,26,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,255,254,100,1,0,0,0,0,0,0,1
95,0,1,49,9,0,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,110,25,23,13,1,0,0,0,0,0,1
96,0,1,22,9,256,2213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,74,0,0,96,255,100,0,1,2,0,0,0,0,1
97,0,2,11,9,41,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,74,0,38,255,253,99,1,0,0,0,0,0,0,1
98,0,1,45,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,87,81,0,0,74,0,0,30,1,3,100,100,0,98,100,0,0,0
99,0,1,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,7,0,0,89,92,6,6,0,255,7,3,6,0,0,0,0,100,99,0
100,0,1,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,1,0,81,88,0,0,98,0,255,1,0,100,0,0,1,100,99,0,0
101,0,1,18,9,24,124,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,74,0,0,155,71,46,3,1,0,0,0,0,0,1
102,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,6,0,0,89,92,3,6,0,255,6,2,7,0,0,0,0,100,99,0
103,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,15,0,0,89,92,14,7,0,255,15,6,6,0,0,0,0,100,99,0
104,1,1,49,9,549,270,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,62,42,66,5,2,5,0,0,0,0,1
105,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,12,0,0,89,92,5,6,0,255,12,5,7,0,0,0,0,100,99,0
106,30,1,55,9,171,1214,0,0,0,1,0,1,1,0,0,1,2,1,0,0,0,0,1,1,0,0,0,0,74,0,0,248,32,13,3,0,0,0,0,0,0,1
107,0,1,22,9,171,1337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,74,0,0,26,229,100,0,4,5,0,0,0,0,1
108,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,10,0,0,89,92,9,5,0,255,10,4,5,0,0,0,0,100,99,0
109,0,1,22,9,204,706,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,74,0,0,25,255,100,0,4,6,0,0,0,0,1
110,0,1,22,9,135,3184,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,151,151,100,0,1,0,0,0,0,0,1
111,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,15,0,0,89,92,7,6,0,255,15,6,8,0,0,0,0,100,99,0
112,534,1,55,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,255,69,27,3,0,0,0,1,11,19,0
113,554,1,55,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,255,60,24,4,0,0,0,2,11,22,0
114,0,1,22,9,198,218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,74,0,38,255,255,100,0,0,0,0,0,0,0,1
115,0,1,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,20,87,81,0,0,8,6,0,255,20,8,7,0,0,98,100,0,0,0
116,0,1,22,9,295,309,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,17,0,0,0,0,74,0,12,255,255,100,0,0,0,0,0,0,0,1
117,0,0,14,9,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,173,0,0,0,0,74,0,0,255,254,100,1,100,0,0,0,0,0,0
118,0,1,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,17,0,0,89,92,6,5,0,255,17,7,7,0,0,0,0,100,99,0
119,0,2,45,9,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,74,0,0,255,254,100,1,0,0,0,0,0,0,1
120,0,1,22,9,277,229,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,74,0,35,30,255,100,0,3,1,0,0,0,0,1
121,0,0,14,9,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,456,0,0,0,0,74,0,0,255,192,75,2,75,0,0,0,23,0,0
122,0,1,45,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,87,81,0,0,74,0,0,80,1,1,100,100,0,98,100,0,0,0
123,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,12,0,0,89,92,9,4,0,255,12,5,6,0,0,0,0,100,99,0
124,0,1,17,9,6,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,74,0,83,74,10,4,31,1,20,1,0,0,0,1
125,0,2,11,9,40,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,207,0,0,0,0,74,1,0,255,254,100,1,1,0,0,0,0,0,0
126,0,1,55,9,101,138,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,74,0,0,255,255,100,0,0,0,0,0,2,2,1
127,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,2,3,0,86,92,1,6,0,255,2,1,8,0,0,2,0,98,99,0
128,0,1,22,9,231,534,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,74,0,44,171,255,100,0,1,3,0,0,0,0,1
129,0,2,11,9,39,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,74,0,25,220,220,100,0,0,0,0,0,0,0,1
130,0,2,11,9,39,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,0,0,0,0,74,0,11,255,255,100,0,1,0,0,0,0,0,1
131,0,1,22,9,193,2449,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,49,0,0,0,0,74,0,12,1,255,100,0,100,3,0,0,0,0,1
132,0,1,55,8,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,87,81,0,0,74,0,0,255,117,46,2,0,0,53,37,1,1,0
133,0,1,22,9,234,2097,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,74,0,0,105,255,100,0,1,2,0,0,0,0,1
134,432,1,55,9,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,255,169,66,31,0,0,50,75,31,1,0
135,0,1,22,9,331,191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,74,0,58,131,255,100,0,1,3,0,0,0,0,1
136,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,19,0,0,89,92,9,5,0,255,19,7,7,0,0,0,0,100,99,0
137,0,2,45,9,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,255,254,100,1,0,0,0,0,0,0,1
138,0,1,24,2,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,56,92,33,65,83,186,59,24,3,1,3,0,0,90,98,0
139,0,1,22,9,192,227,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,74,0,0,255,255,100,0,0,0,0,0,0,0,1
140,0,1,22,9,264,1547,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,74,0,38,11,254,100,0,9,3,0,0,0,0,1
141,0,2,11,9,39,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,74,0,38,255,252,99,1,0,0,0,0,0,0,1
142,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,5,0,0,89,92,4,5,0,255,5,2,5,0,0,0,0,100,99,0
143,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,7,0,0,89,92,3,6,0,255,7,3,7,0,0,0,0,100,99,0
144,236,1,22,4,1096,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,89,92,74,0,0,255,237,93,1,0,0,0,0,17,18,1
145,0,0,13,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,74,0,83,2,98,100,0,100,44,0,0,0,0,1
146,0,1,55,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,87,11,0,40,74,0,48,160,85,34,2,1,2,98,100,0,0,0
147,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,0,0,89,92,5,5,0,255,5,2,6,0,0,0,0,100,99,0
148,0,1,22,9,218,2815,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,74,0,0,206,255,100,0,0,1,0,0,0,0,1
149,389,1,55,9,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,255,191,75,24,0,0,50,66,24,1,0
150,0,1,55,2,101,152,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,89,92,74,0,0,255,254,100,1,0,0,1,1,2,2,1
151,0,1,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,8,87,81,0,0,4,5,0,255,8,3,7,0,0,98,100,0,0,0
152,0,0,14,9,693,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,74,0,58,90,23,1,100,1,46,97,0,0,0,0
153,1,1,49,9,835,233,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,74,0,0,255,203,80,13,0,0,0,0,19,0,1
154,0,1,22,9,200,550,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,21,0,0,0,0,74,0,10,166,255,100,0,1,4,0,0,0,0,1
